Id,Rol,Sexo,Edad,Cantidad víctimas,Fecha,Año,Mes,Día,Hora completa,Hora,Tipo de calle,Calle,Cruce,Lugar del hecho,Comuna,XY (CABA),Latitud,Longitud,Participantes,Víctima,Acusado,Rango etario
2018-0141,PEATON,MASCULINO,75,1,2018-12-22,2018,12,22,17:40:00,17,AVENIDA,MAZA,Si,MAZA e INDEPENDENCIA AV.,5,Point (104420.68512694 100931.98574919),-34.62085945,-58.41509546,PEATON-MOTO,PEATON,MOTO,ANCIANOS
2018-0142,PASAJERO_ACOMPAÑANTE,MASCULINO,32,1,2018-12-25,2018,12,25,13:30:00,13,GRAL PAZ,"PAZ, GRAL. AV.",No,"PAZ, GRAL. AV. 5172",12,Point (95716.93710226 106295.47905158),-34.57251072,-58.50997604,CARGAS-PASAJEROS,CARGAS,PASAJEROS,ADULTOS
2018-0143,CONDUCTOR,MASCULINO,22,1,2018-12-29,2018,12,29,05:25:00,5,AVENIDA,OLIVERA AV.,Si,"OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10,Point (97912.79273192 98756.38729095),-34.64047818,-58.48606475,MOTO-AUTO,MOTO,AUTO,JOVENES
2019-0001,CONDUCTOR,MASCULINO,25,1,2019-01-08,2019,1,8,08:30:00,8,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",Si,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,Point (107160.34141948 105678.38284277),-34.57805810,-58.38526125,MOTO-CARGAS,MOTO,CARGAS,JOVENES
2019-0002,CONDUCTOR,MASCULINO,32,1,2019-01-09,2019,1,9,04:00:00,4,AVENIDA,CASTA?ARES AV.,Si,"CASTAÃ‘ARES AV. y MORENO, PERITO AV.",7,Point (100794.20933352 97609.18063839),-34.65082149,-58.45463662,AUTO-CARGAS,AUTO,CARGAS,ADULTOS
2019-0003,CONDUCTOR,MASCULINO,23,1,2019-01-12,2019,1,12,08:00:00,8,AVENIDA,SAN MARTIN AV.,Si,SAN MARTIN AV. y TERRADA,15,Point (97439.07314838 103559.40773606),-34.59718073,-58.49121672,MOTO-AUTO,MOTO,AUTO,JOVENES
2019-0004,CONDUCTOR,MASCULINO,71,1,2019-01-14,2019,1,14,19:58:00,19,AVENIDA,"PERON, EVA AV.",Si,"PERON, EVA AV. y MEDINA",9,Point (99087.21233087 97384.56622913),-34.65284605,-58.47325712,AUTO-PASAJEROS,AUTO,PASAJEROS,ANCIANOS
2019-0005,CONDUCTOR,MASCULINO,43,1,2019-01-19,2019,1,19,12:00:00,12,AVENIDA,"JUSTO, JUAN B. AV.",Si,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10,Point (94701.87719386 99493.36109269),-34.63382309,-58.52108101,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2019-0006,PEATON,FEMENINO,12,1,2019-01-23,2019,1,23,05:45:00,5,AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",No,"OBLIGADO RAFAEL, AV.COSTANERA 4650",14,Point (104292.73762877 108227.37900690),-34.55509606,-58.41652702,PEATON-AUTO,PEATON,AUTO,INFANTES
2019-0007,CONDUCTOR,MASCULINO,35,1,2019-01-26,2019,1,26,19:34:00,19,CALLE,"MITRE, BARTOLOME",Si,"MITRE, BARTOLOME y YATAY",5,Point (103153.61467028 102057.67908768),-34.61071660,-58.42891604,MOTO-AUTO,MOTO,AUTO,ADULTOS
2019-0008,CONDUCTOR,MASCULINO,42,1,2019-01-30,2019,1,30,22:45:00,22,GRAL PAZ,"PAZ, GRAL. AV.",No,"PAZ, GRAL. AV. 16080",8,Point (98650.97430792 93088.91481914),-34.69156793,-58.47802293,MULTIPLE,MOTO,MULTIPLE,ADULTOS
2019-0009,CONDUCTOR,MASCULINO,34,1,2019-01-31,2019,1,31,14:55:00,14,AVENIDA,CHACABUCO,Si,CHACABUCO y SAN JUAN AV.,1,Point (108038.17400278 100802.81492813),-34.62200207,-58.37564821,MOTO-AUTO,MOTO,AUTO,ADULTOS
2019-0010,PEATON,MASCULINO,39,2,2019-02-02,2019,2,2,07:50:00,7,AVENIDA,DEL LIBERTADOR AV.,No,DEL LIBERTADOR AV. 4100,14,Point (103359.87920798 106617.17056502),-34.56961468,-58.42668489,PEATON-AUTO,PEATON,AUTO,ADULTOS
2019-0010,PEATON,MASCULINO,59,2,2019-02-02,2019,2,2,07:50:00,7,AVENIDA,DEL LIBERTADOR AV.,No,DEL LIBERTADOR AV. 4100,14,Point (103359.87920798 106617.17056502),-34.56961468,-58.42668489,PEATON-AUTO,PEATON,AUTO,ADULTOS MAYORES
2019-0011,PEATON,MASCULINO,39,1,2019-02-10,2019,2,10,01:00:00,1,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9,Point (94949.53051500 96309.49139706),-34.66252488,-58.51839930,PEATON-AUTO,PEATON,AUTO,ADULTOS
2019-0012,CONDUCTOR,MASCULINO,31,1,2019-02-17,2019,2,17,03:16:00,3,AVENIDA,CASTA?ARES AV.,Si,"CASTAÃ‘ARES AV. y GORDILLO, TIMOTEO",8,Point (98072.98959434 94742.80804806),-34.67665828,-58.48432691,MOTO-AUTO,MOTO,AUTO,ADULTOS
2019-0013,PEATON,MASCULINO,39,1,2019-02-20,2019,2,20,07:30:00,7,CALLE,SALVIGNY,Si,SALVIGNY y MOM,7,Point (102701.07793891 98301.55899449),-34.64457699,-58.43383830,PEATON-AUTO,PEATON,AUTO,ADULTOS
2019-0014,CONDUCTOR,MASCULINO,69,1,2019-02-20,2019,2,20,17:30:00,17,CALLE,"LAMARCA, EMILIO",No,"LAMARCA, EMILIO 5402",11,Point (95105.42229190 104734.49416290),-34.58657938,-58.51664939,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,ADULTOS MAYORES
2019-0015,CONDUCTOR,MASCULINO,21,1,2019-02-23,2019,2,23,06:57:00,6,AVENIDA,SAN MARTIN AV.,No,SAN MARTIN AV. 5638,11,Point (96988.34526261 103575.43345979),-34.59703502,-58.49613012,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,JOVENES
2019-0016,CONDUCTOR,MASCULINO,40,1,2019-02-24,2019,2,24,02:00:00,2,CALLE,"CARRILLO, RAMON, DR.",Si,"CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",4,Point (107350.48403234 99520.90259673),-34.63356284,-58.38313603,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2019-0017,CONDUCTOR,MASCULINO,22,1,2019-03-03,2019,3,3,07:00:00,7,CALLE,MEXICO,Si,MEXICO y PICHINCHA,3,Point (105883.57359899 101434.40486977),-34.61632317,-58.39914719,AUTO-PASAJEROS,AUTO,PASAJEROS,JOVENES
2019-0018,PEATON,FEMENINO,29,1,2019-03-03,2019,3,3,23:30:00,23,AUTOPISTA,"CANTILO, INT.",Si,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,Point (101287.58627255 109848.96522762),-34.54048625,-58.44927253,PEATON-AUTO,PEATON,AUTO,ADULTOS
2019-0019,CONDUCTOR,MASCULINO,39,1,2019-03-06,2019,3,6,12:00:00,12,AVENIDA,DEL LIBERTADOR AV.,No,DEL LIBERTADOR AV. 6326,13,Point (101175.50098927 108378.70762331),-34.55374003,-58.45049163,MOTO-AUTO,MOTO,AUTO,ADULTOS
2019-0020,CONDUCTOR,MASCULINO,43,1,2019-03-07,2019,3,7,21:01:00,21,AVENIDA,CHICLANA AV.,No,CHICLANA AV. 3444,5,Point (104622.17042668 99282.25347815),-34.63572989,-58.41288952,MOTO-AUTO,MOTO,AUTO,ADULTOS
2019-0021,CONDUCTOR,MASCULINO,23,1,2019-03-15,2019,3,15,22:50:00,22,AVENIDA,BOYACA AV.,Si,BOYACA AV. y YERBAL,7,Point (100537.72694403 100405.74808196),-34.62561234,-58.45743597,MOTO-AUTO,MOTO,AUTO,JOVENES
2019-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,39,1,2019-03-15,2019,3,15,00:00:00,0,AVENIDA,ENTRE RIOS AV.,No,ENTRE RIOS AV. 1260,1,Point (106608.39392805 100635.27735528),-34.62352245,-58.39123782,AUTO-SD,AUTO,SD,ADULTOS
2019-0023,CONDUCTOR,MASCULINO,34,1,2019-03-16,2019,3,16,08:28:00,8,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y JACQUES, AMADEO",9,Point (93955.07404645 99209.29091025),-34.63637963,-58.52922765,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,ADULTOS
2019-0024,CONDUCTOR,MASCULINO,32,1,2019-03-19,2019,3,19,07:12:00,7,AVENIDA,ANTARTIDA ARGENTINA AV.,No,ANTARTIDA ARGENTINA AV. 1325,1,Point (108368.93688513 104860.74716674),-34.58541957,-58.37208118,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2019-0025,PEATON,MASCULINO,27,1,2019-03-22,2019,3,22,13:10:00,13,CALLE,"MITRE, BARTOLOME",Si,"MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",5,Point (104468.07400702 102205.91009215),-34.60937557,-58.41458534,PEATON-AUTO,PEATON,AUTO,ADULTOS
2019-0026,PEATON,MASCULINO,39,1,2019-03-28,2019,3,28,07:32:00,7,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Si,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,Point (98491.08733048 93092.87943671),-34.69153196,-58.47976785,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2019-0027,CICLISTA,MASCULINO,37,1,2019-03-28,2019,3,28,11:11:00,11,AVENIDA,SANTA FE AV.,Si,SANTA FE AV. y AZCUENAGA,2,Point (105815.73438780 103786.90549585),-34.59511714,-58.39990285,MULTIPLE,BICICLETA,MULTIPLE,ADULTOS
2019-0028,PEATON,FEMENINO,50,1,2019-04-06,2019,4,6,09:15:00,9,AVENIDA,"JUSTO, JUAN B. AV.",Si,"JUSTO, JUAN B. AV. y OROÃ‘O, NICASIO",11,Point (100255.56175905 102594.14179920),-34.60588536,-58.46051346,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2019-0029,CONDUCTOR,MASCULINO,27,1,2019-04-07,2019,4,7,10:15:00,10,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Si,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,Point (98491.08733048 93092.87943671),-34.69153196,-58.47976785,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,ADULTOS
2019-0030,CONDUCTOR,MASCULINO,25,1,2019-04-09,2019,4,9,16:00:00,16,CALLE,"ALVAREZ, DONATO, TTE. GRAL.",Si,"ALVAREZ, DONATO, TTE. GRAL. y YERBAL",7,Point (100800.05107565 100531.46552448),-34.62447891,-58.45457546,MOTO-CARGAS,MOTO,CARGAS,JOVENES
2019-0031,CICLISTA,MASCULINO,20,1,2019-04-12,2019,4,12,19:55:00,19,AVENIDA,CORDOBA AV.,Si,"CORDOBA AV. y MADERO, EDUARDO AV.",1,Point (108602.89777103 103429.39485413),-34.59832047,-58.36951669,BICICLETA-CARGAS,BICICLETA,CARGAS,JOVENES
2019-0032,PEATON,FEMENINO,83,1,2019-04-16,2019,4,16,11:00:00,11,AVENIDA,CAMARONES,Si,"CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",11,Point (99921.70768730 102754.71427746),-34.60443790,-58.46415322,PEATON-AUTO,PEATON,AUTO,ANCIANOS
2019-0033,CONDUCTOR,MASCULINO,25,1,2019-04-18,2019,4,18,01:00:00,1,AUTOPISTA,AUTOPISTA 25 DE MAYO,Si,"AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.",1,Point (108916.48040002 100856.88142642),-34.62150748,-58.36607137,MOTO-SD,MOTO,SD,JOVENES
2019-0034,CONDUCTOR,MASCULINO,39,1,2019-04-21,2019,4,21,09:08:00,9,AVENIDA,"MORENO, PERITO AV.",No,"MORENO, PERITO AV. 3050",7,Point (100726.63402530 97597.06610219),-34.65093074,-58.45537373,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,ADULTOS
2019-0035,PEATON,FEMENINO,75,1,2019-04-23,2019,4,23,14:10:00,14,CALLE,SUIPACHA,No,SUIPACHA 665,1,Point (107693.66022765 103185.01912141),-34.60053054,-58.37942637,PEATON-BICICLETA,PEATON,BICICLETA,ANCIANOS
2019-0036,CONDUCTOR,MASCULINO,34,1,2019-04-26,2019,4,26,22:46:00,22,CALLE,RIGLOS,Si,RIGLOS y FORMOSA,6,Point (102429.80070706 100864.42075191),-34.62147504,-58.43680440,MOTO-AUTO,MOTO,AUTO,ADULTOS
2019-0037,CONDUCTOR,MASCULINO,17,1,2019-05-01,2019,5,1,23:10:00,23,AVENIDA,LA RIOJA,Si,LA RIOJA e INDEPENDENCIA AV.,3,Point (105091.36704114 101058.15092586),-34.61971907,-58.40778291,MOTO-AUTO,MOTO,AUTO,JOVENES
2019-0038,PEATON,FEMENINO,42,1,2019-05-04,2019,5,4,14:10:00,14,AVENIDA,"UDAONDO, GUILLERMO AV.",Si,"UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13,Point (101025.65409402 109205.71453455),-34.54628513,-58.45212523,PEATON-MOTO,PEATON,MOTO,ADULTOS
2019-0105,PEATON,FEMENINO,82,1,2019-05-05,2019,5,5,11:00:00,11,AVENIDA,SANTO TOME,Si,SANTO TOME y SEGUROLA AV.,10,Point (96164.17004077 101559.58637156),-34.61520391,-58.50512382,PEATON-AUTO,PEATON,AUTO,ANCIANOS
2019-0039,CONDUCTOR,MASCULINO,28,1,2019-05-09,2019,5,9,03:05:00,3,AVENIDA,SAN PEDRITO AV.,Si,SAN PEDRITO AV. y DIRECTORIO AV.,7,Point (99615.63172945 99306.93173343),-34.63551751,-58.46749188,MOTO-AUTO,MOTO,AUTO,ADULTOS
2019-0040,CONDUCTOR,MASCULINO,44,1,2019-05-09,2019,5,9,12:45:00,12,CALLE,PUAN,Si,PUAN y SANTANDER,7,Point (101894.68493124 99164.78448252),-34.63679732,-58.44263580,MOTO-SD,MOTO,SD,ADULTOS
2019-0041,PASAJERO_ACOMPAÑANTE,FEMENINO,78,1,2019-05-11,2019,5,11,20:30:00,20,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Si,"ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",9,Point (95590.61347415 96760.29404728),-34.65846419,-58.51140289,MULTIPLE,AUTO,MULTIPLE,ANCIANOS
2019-0042,PEATON,MASCULINO,39,1,2019-05-14,2019,5,14,15:00:00,15,CALLE,LIMA,Si,LIMA y CONSTITUCION,1,Point (107444.95821447 100509.15466740),-34.62465368,-58.38211431,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2019-0043,CICLISTA,FEMENINO,50,1,2019-05-21,2019,5,21,09:00:00,9,AVENIDA,CORDOBA AV.,Si,"CORDOBA AV. y MADERO, EDUARDO AV.",1,Point (108602.89777103 103429.39485413),-34.59832047,-58.36951669,BICICLETA-CARGAS,BICICLETA,CARGAS,ADULTOS
2019-0044,PEATON,FEMENINO,77,1,2019-05-27,2019,5,27,12:45:00,12,AVENIDA,BOEDO AV.,No,BOEDO AV. 650,5,Point (104305.46011381 100986.83752228),-34.62036547,-58.41635217,PEATON-MOTO,PEATON,MOTO,ANCIANOS
2019-0045,CONDUCTOR,MASCULINO,33,1,2019-06-03,2019,6,3,07:27:00,7,AVENIDA,DEL LIBERTADOR AV.,Si,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,14,Point (104600.49945984 105930.85721602),-34.57579669,-58.41316147,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2019-0046,PASAJERO_ACOMPAÑANTE,FEMENINO,26,1,2019-06-04,2019,6,4,09:00:00,9,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y CABILDO AV.",13,Point (98817.74986778 110096.31367495),-34.53825652,-58.47617802,MOTO-AUTO,MOTO,AUTO,ADULTOS
2019-0047,PEATON,MASCULINO,76,1,2019-06-06,2019,6,6,10:00:00,10,AVENIDA,CASEROS AV.,No,CASEROS AV. 1700,4,Point (107049.58656184 99550.26208324),-34.63330028,-58.38641783,PEATON-CARGAS,PEATON,CARGAS,ANCIANOS
2019-0048,CONDUCTOR,MASCULINO,32,1,2019-06-07,2019,6,7,07:00:00,7,AVENIDA,AVELLANEDA AV.,No,AVELLANEDA AV. 1548,6,Point (100924.23883176 100986.01051740),-34.62038137,-58.45322169,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2019-0049,PEATON,FEMENINO,72,1,2019-06-08,2019,6,8,09:20:00,9,CALLE,CIUDAD DE LA PAZ,Si,CIUDAD DE LA PAZ y MENDOZA,13,Point (100441.31384072 107499.63270409),-34.56166498,-58.45849057,PEATON-CARGAS,PEATON,CARGAS,ANCIANOS
2019-0050,CONDUCTOR,MASCULINO,21,1,2019-06-08,2019,6,8,23:35:00,23,AVENIDA,"SALGUERO, JERONIMO",Si,"SALGUERO, JERONIMO y HONDURAS AV.",14,Point (104128.51577643 103898.77571857),-34.59411677,-58.41829559,MOTO-CARGAS,MOTO,CARGAS,JOVENES
2019-0051,CONDUCTOR,MASCULINO,41,1,2019-06-11,2019,6,11,10:00:00,10,CALLE,"FILIBERTO, JUAN DE DIOS",Si,"FILIBERTO, JUAN DE DIOS y OLAVARRIA",4,Point (109126.17010339 98991.49558123),-34.63832093,-58.36376488,MOTO-AUTO,MOTO,AUTO,ADULTOS
2019-0053,PASAJERO_ACOMPAÑANTE,MASCULINO,49,1,2019-06-14,2019,6,14,17:20:00,17,AVENIDA,ASTURIAS AV.,Si,ASTURIAS AV. y CASTAÃ‘ARES AV.,8,Point (99896.72991309 96585.69018400),-34.66004784,-58.46442668,AUTO-AUTO,AUTO,AUTO,ADULTOS
2019-0054,CONDUCTOR,MASCULINO,21,1,2019-06-20,2019,6,20,03:00:00,3,CALLE,GANDARA,No,GANDARA 2976,15,Point (98264.06251394 104989.86881414),-34.58428769,-58.48222035,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,JOVENES
2019-0055,CONDUCTOR,MASCULINO,47,1,2019-06-20,2019,6,20,19:45:00,19,AVENIDA,"GUEVARA, TRINIDAD",Si,"GUEVARA, TRINIDAD y MADERO, EDUARDO AV.",1,Point (108724.12468316 102928.79394095),-34.60283208,-58.36819005,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2019-0056,PEATON,FEMENINO,75,1,2019-06-29,2019,6,29,17:16:00,17,AVENIDA,BOYACA AV.,No,BOYACA AV. 305,7,Point (100414.85185956 100661.22751226),-34.62330939,-58.45877601,PEATON-AUTO,PEATON,AUTO,ANCIANOS
2019-0057,PEATON,FEMENINO,63,1,2019-07-05,2019,7,5,19:00:00,19,CALLE,ARTILLEROS,Si,ARTILLEROS y LA PAMPA,13,Point (101957.99726887 107949.81115534),-34.55760517,-58.44196498,PEATON-AUTO,PEATON,AUTO,ADULTOS MAYORES
2019-0058,CONDUCTOR,MASCULINO,39,1,2019-07-10,2019,7,10,09:20:00,9,AUTOPISTA,AUTOPISTA PERITO MORENO,No,AUTOPISTA PERITO MORENO e IRIGOYEN,10,Point (96064.06591151 99221.69236283),-34.63627822,-58.50622631,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2019-0059,CONDUCTOR,MASCULINO,30,1,2019-07-13,2019,7,13,22:35:00,22,CALLE,15 DE NOVIEMBRE DE 1889,Si,15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO,1,Point (107261.50953067 99806.16899068),-34.63099197,-58.38410880,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2019-0060,PEATON,FEMENINO,78,1,2019-07-17,2019,7,17,11:20:00,11,AVENIDA,"ACOSTA, MARIANO AV.",Si,"ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.",10,Point (98376.49615363 99359.41534876),-34.63504312,-58.48100602,PEATON-AUTO,PEATON,AUTO,ANCIANOS
2019-0061,PEATON,FEMENINO,58,1,2019-07-17,2019,7,17,18:40:00,18,CALLE,11 DE SEPTIEMBRE DE 1888,Si,11 DE SEPTIEMBRE DE 1888 y MENDOZA,13,Point (101036.85652575 107926.87651681),-34.55781320,-58.45200171,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2019-0062,PEATON,FEMENINO,60,1,2019-08-01,2019,8,1,23:00:00,23,AVENIDA,"PINO, VIRREY DEL",Si,"PINO, VIRREY DEL y CAMPOS, LUIS M. AV.",13,Point (101714.11981913 107461.10208167),-34.56201105,-58.44462132,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2019-0063,PASAJERO_ACOMPAÑANTE,MASCULINO,39,1,2019-08-04,2019,8,4,01:30:00,1,AVENIDA,FOREST AV.,Si,FOREST AV. y MAURE,15,Point (101017.68913992 104676.11449993),-34.58711712,-58.45220688,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2019-0064,CONDUCTOR,MASCULINO,20,1,2019-08-06,2019,8,6,03:15:00,3,AVENIDA,BOYACA AV.,Si,BOYACA AV. y AVELLANEDA AV.,7,Point (100337.26455822 100756.41076314),-34.62245140,-58.45962210,MOTO-AUTO,MOTO,AUTO,JOVENES
2019-0065,PEATON,FEMENINO,55,1,2019-08-08,2019,8,8,16:45:00,16,CALLE,BARCO CENTENERA DEL,Si,BARCO CENTENERA DEL y TILCARA,4,Point (103996.06089673 97239.27066069),-34.65414867,-58.41970850,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2019-0066,PEATON,MASCULINO,40,1,2019-08-11,2019,8,11,21:15:00,21,AVENIDA,RIESTRA AV.,Si,RIESTRA AV. y BOLIVAR (NO OFICIAL),7,Point (101964.06573044 97768.88820027),-34.64938031,-58.44187596,PEATON-AUTO,PEATON,AUTO,ADULTOS
2019-0067,CONDUCTOR,MASCULINO,35,1,2019-08-14,2019,8,14,15:00:00,15,CALLE,"CASTRO, EMILIO",No,"CASTRO, EMILIO 4706",10,Point (97458.87181153 98502.45008355),-34.64276621,-58.49101637,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2019-0068,CONDUCTOR,MASCULINO,53,1,2019-08-14,2019,8,14,17:40:00,17,AVENIDA,27 DE FEBRERO AV.,No,27 DE FEBRERO AV. 5600,8,Point (103516.29283702 96305.80102228),-34.66256502,-58.42493829,MOTO-MOTO,MOTO,MOTO,ADULTOS MAYORES
2019-0069,CONDUCTOR,MASCULINO,43,1,2019-08-17,2019,8,17,05:25:00,5,AVENIDA,"GARAY, JUAN DE AV.",No,"GARAY, JUAN DE AV. 2874",4,Point (105355.77079994 99994.97457130),-34.62930162,-58.40489318,MOTO-AUTO,MOTO,AUTO,ADULTOS
2019-0070,CONDUCTOR,MASCULINO,25,1,2019-08-22,2019,8,22,12:30:00,12,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",Si,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",14,Point (103342.29763549 104114.07863350),-34.59217875,-58.42686680,MOTO-BICICLETA,MOTO,BICICLETA,JOVENES
2019-0071,PEATON,MASCULINO,39,1,2019-08-27,2019,8,27,11:30:00,11,AVENIDA,PRIMERA JUNTA,Si,PRIMERA JUNTA y OLIVERA AV.,9,Point (98504.80160700 97011.97752137),-34.65620398,-58.47961100,PEATON-CARGAS,PEATON,CARGAS,ADULTOS
2019-0072,CONDUCTOR,MASCULINO,22,1,2019-08-28,2019,8,28,06:20:00,6,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Si,"ALBERDI, JUAN BAUTISTA AV. y AZUL",10,Point (98982.27543524 99337.43508034),-34.63524207,-58.47439934,AUTO-AUTO,AUTO,AUTO,JOVENES
2019-0073,CONDUCTOR,MASCULINO,29,1,2019-08-29,2019,8,29,01:50:00,1,AVENIDA,ALVAREZ THOMAS AV.,No,ALVAREZ THOMAS AV. 1788,15,Point (99649.53744486 105547.74929043),-34.57926018,-58.46711912,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,ADULTOS
2019-0074,CONDUCTOR,MASCULINO,35,1,2019-08-29,2019,8,29,09:00:00,9,AUTOPISTA,"LUGONES, LEOPOLDO AV.",Si,"LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.",13,Point (99830.29053639 110496.05308488),-34.53465378,-58.46514781,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2019-0075,CONDUCTOR,MASCULINO,31,1,2019-08-30,2019,8,30,23:20:00,23,CALLE,SAN ANTONIO,Si,SAN ANTONIO y LUJAN,4,Point (108029.19662631 97048.95529785),-34.65584079,-58.37571078,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2019-0076,CONDUCTOR,FEMENINO,29,1,2019-09-05,2019,9,5,18:00:00,18,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,No,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,Point (108408.31866027 97219.56223456),-34.65429986,-58.37157668,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2019-0077,PEATON,FEMENINO,28,1,2019-09-08,2019,9,8,03:40:00,3,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",Si,"FIGUEROA ALCORTA, PRES. AV. y TAGLE",14,Point (105980.99138544 105385.93253091),-34.58070186,-58.39811256,PEATON-AUTO,PEATON,AUTO,ADULTOS
2019-0078,PEATON,FEMENINO,72,1,2019-09-12,2019,9,12,08:25:00,8,AVENIDA,"EINSTEIN, ALBERTO",Si,"EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.",4,Point (104770.59856807 97235.72066953),-34.65417740,-58.41125934,PEATON-CARGAS,PEATON,CARGAS,ANCIANOS
2019-0079,CONDUCTOR,MASCULINO,57,1,2019-09-17,2019,9,17,05:30:00,5,CALLE,AGRELO,Si,AGRELO y COLOMBRES,5,Point (104133.42235616 101175.18161468),-34.61866836,-58.41822901,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS MAYORES
2019-0080,PEATON,MASCULINO,76,1,2019-09-17,2019,9,17,18:40:00,18,GRAL PAZ,CABILDO AV.,Si,"CABILDO AV. y PAZ, GRAL. AV.",13,Point (98817.74986778 110096.31367495),-34.53825652,-58.47617802,PEATON-MOTO,PEATON,MOTO,ANCIANOS
2019-0081,PEATON,MASCULINO,67,1,2019-09-23,2019,9,23,16:00:00,16,AVENIDA,ELCANO AV.,No,ELCANO AV. 4300,15,Point (100173.09831701 104773.73030321),-34.58623761,-58.46141281,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2019-0082,CICLISTA,MASCULINO,47,1,2019-09-25,2019,9,25,07:45:00,7,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",No,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",8,Point (103065.99442998 96457.67469916),-34.66119740,-58.42985146,BICICLETA-CARGAS,BICICLETA,CARGAS,ADULTOS
2019-0083,CONDUCTOR,MASCULINO,73,1,2019-09-26,2019,9,26,08:00:00,8,CALLE,MONTE,Si,MONTE y CORVALAN,9,Point (98049.89254647 96769.28504384),-34.65839090,-58.48457413,AUTO-AUTO,AUTO,AUTO,ANCIANOS
2019-0084,CICLISTA,FEMENINO,40,1,2019-09-27,2019,9,27,11:45:00,11,CALLE,TANDIL,Si,TANDIL y LAFUENTE,7,Point (99777.28948169 99222.14556838),-34.63628186,-58.46572884,BICICLETA-CARGAS,BICICLETA,CARGAS,ADULTOS
